"age";"job";"marital";"education";"default";"balance";"housing";"loan";"day";"month";"duration";"campaign";"pdays";"previous";"poutcome";"y"
"2408";40;"serv";"marr";"prim";"no";33;"no";"no";26;"may";70;3;-1;0;"unk";"no"
"2410";32;"adm";"sing";"sec";"no";1649;"no";"no";27;"may";204;2;-1;0;"unk";"no"
"2411";31;"hous";"sing";"ter";"no";287;"yes";"no";19;"nov";182;1;-1;0;"unk";"no"
"2413";58;"hous";"marr";"prim";"no";419;"no";"yes";5;"jun";295;3;-1;0;"unk";"no"
"2414";36;"serv";"marr";"sec";"no";257;"yes";"no";12;"may";86;2;-1;0;"unk";"no"
"2415";52;"tech";"marr";"sec";"no";118;"no";"no";28;"aug";16;20;-1;0;"unk";"no"
"2416";42;"mana";"marr";"ter";"no";251;"no";"no";20;"aug";413;2;-1;0;"unk";"no"
"2417";32;"mana";"sing";"ter";"no";1731;"yes";"yes";29;"may";323;3;-1;0;"unk";"no"
"2419";31;"tech";"sing";"ter";"no";23;"no";"no";25;"aug";121;3;-1;0;"unk";"no"
"2420";41;"bcol";"sing";"sec";"yes";-386;"no";"yes";20;"nov";477;1;-1;0;"unk";"yes"
"2421";28;"semp";"marr";"ter";"no";5498;"no";"no";19;"nov";265;1;-1;0;"unk";"no"
"2422";44;"mana";"sing";"ter";"no";563;"no";"no";27;"oct";418;2;-1;0;"unk";"yes"
"2423";42;"bcol";"marr";"prim";"no";741;"yes";"no";28;"jul";386;4;-1;0;"unk";"no"
"2424";37;"ent";"sing";"sec";"no";654;"no";"no";19;"may";594;2;-1;0;"unk";"no"
"2425";47;"mana";"marr";"ter";"no";189;"no";"no";8;"jul";161;1;-1;0;"unk";"no"
"2426";32;"unem";"marr";"sec";"no";24;"yes";"yes";5;"feb";450;3;-1;0;"unk";"no"
"2427";46;"bcol";"marr";"sec";"no";519;"yes";"no";25;"aug";217;6;-1;0;"unk";"no"
"2428";39;"tech";"sing";"ter";"no";119;"no";"no";8;"aug";136;1;-1;0;"unk";"no"
"2429";28;"serv";"sing";"sec";"no";229;"yes";"no";9;"may";322;1;-1;0;"unk";"no"
"2430";26;"stu";"sing";"sec";"no";23;"no";"no";16;"nov";104;1;196;1;"fail";"no"
"2431";52;"tech";"marr";"sec";"no";1818;"no";"yes";17;"nov";189;2;111;4;"fail";"no"
"2432";42;"unem";"marr";"sec";"no";1289;"no";"no";15;"jul";250;4;415;2;"fail";"yes"
"2433";33;"tech";"div";"ter";"no";39;"no";"no";19;"aug";123;5;-1;0;"unk";"no"
"2434";73;"ret";"marr";"prim";"no";796;"no";"no";23;"oct";427;1;182;2;"fail";"yes"
"2435";58;"adm";"sing";"sec";"no";57;"no";"yes";8;"jul";632;2;-1;0;"unk";"no"
"2436";40;"mana";"marr";"ter";"no";1548;"yes";"no";13;"apr";101;3;-1;0;"unk";"no"
"2437";51;"tech";"marr";"sec";"no";117;"no";"no";24;"aug";467;2;88;4;"oth";"yes"
"2439";39;"mana";"marr";"ter";"no";691;"yes";"yes";16;"apr";517;1;255;1;"fail";"no"
"2440";28;"bcol";"marr";"sec";"no";64;"yes";"no";13;"may";160;3;-1;0;"unk";"no"
"2442";36;"adm";"marr";"sec";"no";957;"yes";"no";21;"may";206;1;-1;0;"unk";"no"
"2443";45;"tech";"marr";"sec";"no";118;"yes";"no";7;"may";208;2;-1;0;"unk";"no"
"2444";29;"tech";"sing";"ter";"no";218;"yes";"no";12;"apr";169;1;-1;0;"unk";"no"
"2445";40;"mana";"marr";"sec";"no";724;"yes";"no";14;"jul";287;2;415;1;"fail";"yes"
"2446";32;"hous";"marr";"ter";"no";2;"yes";"yes";17;"jul";505;3;-1;0;"unk";"no"
"2447";30;"bcol";"marr";"sec";"no";-28;"yes";"no";18;"may";284;2;371;1;"fail";"no"
"2448";46;"bcol";"marr";"prim";"no";665;"no";"no";30;"jan";89;4;235;2;"fail";"no"
"2449";25;"stu";"sing";"ter";"no";5;"no";"no";29;"sep";138;1;-1;0;"unk";"no"
"2450";36;"mana";"marr";"ter";"no";925;"no";"no";14;"dec";321;3;189;4;"suc";"yes"
"2451";42;"bcol";"marr";"prim";"no";2519;"yes";"no";15;"may";262;4;-1;0;"unk";"no"
"2452";57;"adm";"marr";"sec";"no";3927;"no";"no";13;"oct";61;1;-1;0;"unk";"no"
"2453";42;"mana";"div";"ter";"no";41;"yes";"no";24;"jul";217;9;-1;0;"unk";"no"
"2454";29;"mana";"marr";"ter";"no";581;"yes";"yes";14;"jul";192;2;-1;0;"unk";"no"
"2455";36;"tech";"marr";"ter";"no";1327;"no";"no";29;"oct";174;2;-1;0;"unk";"no"
"2456";31;"unem";"marr";"sec";"no";3242;"no";"no";25;"jun";292;2;-1;0;"unk";"no"
"2457";59;"tech";"marr";"prim";"no";3163;"yes";"no";29;"may";240;2;-1;0;"unk";"no"
"2458";50;"unem";"div";"sec";"no";32;"no";"no";4;"aug";282;2;-1;0;"unk";"no"
"2459";47;"adm";"marr";"sec";"no";31;"yes";"yes";14;"aug";128;6;-1;0;"unk";"no"
"2461";26;"bcol";"sing";"prim";"no";155;"yes";"no";29;"jan";291;1;244;4;"fail";"no"
"2462";31;"serv";"sing";"sec";"no";11386;"yes";"no";20;"nov";356;1;-1;0;"unk";"no"
"2463";30;"serv";"marr";"ter";"no";138;"yes";"no";21;"may";294;2;-1;0;"unk";"no"
"2464";47;"bcol";"sing";"unk";"no";2443;"no";"no";18;"jun";422;1;-1;0;"unk";"no"
"2465";23;"tech";"sing";"ter";"no";1129;"yes";"no";28;"may";806;1;-1;0;"unk";"yes"
"2466";44;"unem";"sing";"prim";"no";4232;"no";"no";16;"jun";227;1;-1;0;"unk";"no"
"2467";42;"semp";"marr";"sec";"no";5564;"no";"no";17;"nov";560;2;-1;0;"unk";"no"
"2468";32;"serv";"sing";"sec";"no";-42;"yes";"no";17;"apr";135;1;-1;0;"unk";"no"
"2469";28;"adm";"sing";"sec";"no";1323;"yes";"no";3;"jun";361;1;-1;0;"unk";"no"
"2470";57;"ret";"marr";"prim";"no";1623;"yes";"yes";18;"jul";246;1;-1;0;"unk";"no"
"2471";38;"tech";"marr";"ter";"no";142;"yes";"no";4;"feb";419;2;-1;0;"unk";"no"
"2472";22;"stu";"sing";"sec";"no";2488;"no";"no";8;"nov";449;2;38;10;"oth";"yes"
"2473";54;"adm";"marr";"sec";"no";865;"yes";"no";17;"nov";71;1;-1;0;"unk";"no"
"2474";32;"tech";"marr";"ter";"no";-153;"yes";"no";21;"jul";357;3;-1;0;"unk";"no"
"2475";32;"mana";"marr";"ter";"no";1667;"yes";"no";18;"nov";164;2;179;3;"fail";"no"
"2476";59;"adm";"div";"sec";"no";975;"yes";"no";15;"may";263;4;-1;0;"unk";"no"
"2477";45;"tech";"marr";"sec";"no";2571;"no";"no";18;"jun";146;2;-1;0;"unk";"no"
"2478";50;"unk";"marr";"prim";"no";732;"no";"no";27;"oct";759;2;-1;0;"unk";"yes"
"2479";50;"adm";"div";"sec";"no";769;"no";"no";28;"jul";72;2;363;4;"fail";"no"
"2480";36;"tech";"marr";"sec";"no";-136;"yes";"yes";12;"aug";131;2;-1;0;"unk";"no"
"2481";49;"adm";"div";"sec";"no";3636;"no";"yes";21;"nov";808;2;-1;0;"unk";"yes"
"2482";30;"mana";"marr";"ter";"no";931;"no";"no";17;"jul";1183;1;-1;0;"unk";"no"
"2483";62;"hous";"marr";"sec";"no";565;"no";"no";4;"sep";123;3;-1;0;"unk";"no"
"2484";40;"bcol";"marr";"sec";"no";271;"yes";"no";29;"may";483;2;-1;0;"unk";"no"
"2485";26;"semp";"sing";"ter";"no";1153;"no";"no";4;"may";238;3;-1;0;"unk";"no"
"2486";30;"mana";"marr";"ter";"no";-73;"yes";"no";11;"jul";90;1;-1;0;"unk";"no"
"2487";50;"unk";"marr";"unk";"no";558;"no";"no";9;"jul";464;1;683;6;"fail";"yes"
"2488";31;"unk";"div";"ter";"no";137;"no";"no";22;"aug";385;9;-1;0;"unk";"no"
"2489";30;"tech";"marr";"sec";"no";7;"yes";"no";23;"may";240;2;-1;0;"unk";"no"
"2490";55;"ret";"marr";"prim";"no";-966;"no";"yes";14;"may";104;1;-1;0;"unk";"no"
"2491";42;"adm";"marr";"sec";"no";96;"no";"no";29;"aug";109;2;-1;0;"unk";"no"
"2492";58;"ret";"marr";"prim";"no";47;"no";"no";30;"nov";598;4;-1;0;"unk";"no"
"2493";50;"mana";"sing";"ter";"no";567;"yes";"no";16;"may";274;8;-1;0;"unk";"no"
"2494";31;"tech";"sing";"sec";"no";4;"no";"no";7;"aug";123;2;-1;0;"unk";"no"
"2495";47;"adm";"div";"sec";"no";136;"no";"yes";23;"jul";70;1;-1;0;"unk";"no"
"2496";38;"semp";"sing";"ter";"no";917;"yes";"no";23;"may";260;1;-1;0;"unk";"no"
"2497";46;"mana";"sing";"ter";"no";593;"yes";"no";29;"jan";190;3;-1;0;"unk";"no"
"2498";42;"bcol";"marr";"prim";"no";55;"yes";"no";14;"may";521;2;-1;0;"unk";"no"
"2499";48;"bcol";"marr";"sec";"no";2542;"yes";"no";14;"may";228;1;-1;0;"unk";"no"
"2500";37;"mana";"marr";"ter";"no";5355;"no";"no";17;"feb";466;4;-1;0;"unk";"yes"
"2501";38;"stu";"sing";"ter";"no";87;"no";"no";27;"feb";74;2;-1;0;"unk";"no"
"2502";59;"ret";"marr";"sec";"no";9976;"yes";"no";29;"may";57;2;-1;0;"unk";"no"
"2504";55;"mana";"marr";"ter";"no";54;"no";"no";19;"nov";124;2;-1;0;"unk";"no"
"2505";47;"bcol";"marr";"sec";"no";28;"yes";"yes";31;"jul";65;50;-1;0;"unk";"no"
"2506";56;"mana";"div";"ter";"no";-59;"no";"yes";28;"jul";127;6;-1;0;"unk";"no"
"2507";27;"adm";"marr";"sec";"yes";-517;"yes";"no";14;"jul";172;3;-1;0;"unk";"no"
"2508";42;"unem";"sing";"sec";"no";2613;"yes";"no";30;"jul";174;6;-1;0;"unk";"no"
"2509";42;"stu";"marr";"unk";"no";-7;"no";"no";31;"jul";41;6;-1;0;"unk";"no"
"2511";29;"ret";"div";"sec";"yes";-2;"no";"yes";6;"jun";161;1;-1;0;"unk";"no"
"2512";67;"ret";"marr";"prim";"no";231;"no";"no";16;"apr";124;1;-1;0;"unk";"no"
"2513";39;"hous";"marr";"prim";"no";14;"no";"yes";5;"jun";701;1;-1;0;"unk";"yes"
"2514";33;"bcol";"marr";"prim";"no";191;"yes";"no";9;"may";162;2;-1;0;"unk";"no"
"2515";31;"tech";"sing";"unk";"no";694;"yes";"no";6;"jun";431;2;-1;0;"unk";"no"
"2516";31;"adm";"marr";"sec";"no";212;"yes";"no";18;"jul";191;3;-1;0;"unk";"no"
"2517";30;"mana";"marr";"ter";"no";1882;"yes";"no";11;"aug";249;5;-1;0;"unk";"no"
"2518";48;"bcol";"marr";"unk";"no";131;"yes";"no";6;"may";189;1;-1;0;"unk";"no"
"2519";30;"tech";"sing";"sec";"no";175;"no";"no";25;"aug";167;4;-1;0;"unk";"no"
"2521";38;"mana";"div";"ter";"no";4425;"yes";"no";30;"may";162;1;-1;0;"unk";"no"
"2522";46;"unem";"marr";"sec";"no";3533;"yes";"no";12;"aug";235;2;-1;0;"unk";"no"
"2523";59;"bcol";"div";"sec";"no";3573;"no";"no";15;"may";44;1;-1;0;"unk";"no"
"2524";44;"mana";"div";"ter";"no";476;"yes";"yes";26;"may";127;2;-1;0;"unk";"no"
"2525";37;"bcol";"marr";"sec";"no";1257;"yes";"no";20;"apr";93;3;329;7;"fail";"no"
"2526";55;"bcol";"marr";"unk";"no";23;"no";"no";30;"jan";143;1;2;3;"oth";"no"
"2528";36;"serv";"sing";"sec";"no";398;"yes";"yes";17;"jun";77;2;-1;0;"unk";"no"
"2529";33;"bcol";"marr";"sec";"no";745;"yes";"no";23;"may";115;4;-1;0;"unk";"no"
"2530";48;"mana";"sing";"ter";"no";816;"no";"no";17;"nov";125;1;111;3;"fail";"no"
"2532";67;"ret";"marr";"unk";"no";696;"no";"no";4;"may";77;2;-1;0;"unk";"no"
"2533";48;"unem";"div";"sec";"no";1266;"yes";"no";3;"feb";45;1;-1;0;"unk";"no"
"2534";57;"mana";"marr";"ter";"no";2416;"no";"no";11;"aug";74;2;-1;0;"unk";"no"
"2535";31;"hous";"marr";"prim";"no";25;"no";"no";21;"aug";169;5;-1;0;"unk";"no"
"2536";30;"stu";"sing";"ter";"no";7513;"no";"no";11;"aug";269;2;-1;0;"unk";"no"
"2537";56;"ent";"div";"prim";"no";29;"no";"no";29;"jan";52;2;227;1;"fail";"no"
"2538";26;"bcol";"marr";"prim";"no";5116;"yes";"no";22;"jul";246;3;-1;0;"unk";"no"
"2539";44;"mana";"marr";"sec";"no";-1746;"yes";"no";20;"jun";218;1;-1;0;"unk";"no"
"2540";44;"tech";"div";"sec";"no";14;"no";"no";13;"nov";167;1;92;1;"suc";"yes"
"2541";31;"mana";"marr";"ter";"no";4148;"yes";"no";21;"nov";316;3;99;9;"oth";"yes"
"2542";47;"semp";"marr";"unk";"no";14;"yes";"no";15;"may";142;1;-1;0;"unk";"no"
"2543";30;"adm";"sing";"sec";"no";15;"yes";"no";21;"nov";75;1;-1;0;"unk";"no"
"2544";37;"mana";"marr";"ter";"no";767;"no";"yes";2;"feb";204;1;-1;0;"unk";"no"
"2546";43;"mana";"sing";"sec";"no";-228;"yes";"yes";16;"may";122;2;-1;0;"unk";"no"
"2547";42;"serv";"marr";"sec";"no";58;"yes";"no";30;"may";70;1;-1;0;"unk";"no"
"2548";60;"mana";"marr";"sec";"no";725;"yes";"no";8;"jul";266;1;-1;0;"unk";"no"
"2549";36;"bcol";"marr";"unk";"no";41;"yes";"no";6;"may";34;9;-1;0;"unk";"no"
"2550";43;"mana";"sing";"ter";"no";184;"no";"no";22;"jul";203;4;-1;0;"unk";"no"
"2551";41;"mana";"marr";"ter";"no";251;"no";"yes";6;"jun";85;3;-1;0;"unk";"no"
"2552";38;"mana";"div";"sec";"no";-17;"no";"no";21;"nov";11;4;-1;0;"unk";"no"
"2553";23;"serv";"marr";"sec";"no";-19;"yes";"no";20;"jun";13;10;-1;0;"unk";"no"
"2554";33;"mana";"marr";"ter";"no";164;"yes";"no";13;"may";562;1;-1;0;"unk";"yes"
"2555";36;"bcol";"marr";"sec";"no";777;"yes";"no";6;"may";185;3;-1;0;"unk";"no"
"2556";49;"unem";"marr";"ter";"no";377;"no";"no";22;"may";158;1;59;2;"fail";"no"
"2557";38;"adm";"div";"sec";"no";479;"yes";"no";12;"may";515;1;350;5;"fail";"yes"
"2558";40;"tech";"div";"sec";"no";-375;"yes";"no";13;"may";60;5;-1;0;"unk";"no"
"2559";72;"ret";"marr";"prim";"no";796;"no";"no";24;"apr";173;2;-1;0;"unk";"no"
"2560";43;"tech";"marr";"sec";"no";17;"yes";"no";16;"may";353;4;-1;0;"unk";"no"
"2561";44;"bcol";"marr";"sec";"no";171;"yes";"no";11;"may";143;3;357;1;"fail";"no"
"2563";46;"adm";"div";"sec";"no";7378;"no";"no";18;"nov";466;1;-1;0;"unk";"no"
"2564";55;"adm";"marr";"sec";"no";865;"yes";"no";17;"apr";85;1;151;1;"fail";"no"
"2565";50;"tech";"div";"sec";"no";-71;"yes";"yes";24;"jul";148;1;-1;0;"unk";"no"
"2566";23;"bcol";"sing";"unk";"no";817;"yes";"no";18;"may";123;1;-1;0;"unk";"no"
"2567";38;"stu";"marr";"unk";"no";1387;"no";"no";30;"apr";121;1;-1;0;"unk";"no"
"2569";61;"ret";"marr";"sec";"no";2917;"no";"no";6;"oct";215;1;-1;0;"unk";"yes"
"2570";47;"tech";"marr";"sec";"no";4541;"yes";"no";15;"may";190;6;-1;0;"unk";"no"
"2572";28;"bcol";"marr";"sec";"no";4287;"no";"no";30;"apr";171;1;-1;0;"unk";"no"
"2573";25;"adm";"marr";"sec";"no";242;"yes";"no";30;"jul";62;12;-1;0;"unk";"no"
"2574";38;"bcol";"marr";"sec";"no";171;"yes";"yes";20;"may";172;1;-1;0;"unk";"no"
"2575";27;"serv";"sing";"sec";"no";259;"yes";"no";23;"may";78;10;-1;0;"unk";"no"
"2576";45;"bcol";"marr";"sec";"no";827;"yes";"no";15;"may";319;5;-1;0;"unk";"no"
"2577";31;"serv";"sing";"sec";"no";469;"no";"yes";2;"feb";111;1;-1;0;"unk";"no"
"2578";39;"bcol";"marr";"prim";"no";2226;"yes";"no";6;"may";158;1;-1;0;"unk";"no"
"2580";46;"mana";"marr";"ter";"no";477;"yes";"no";20;"may";128;6;-1;0;"unk";"no"
"2581";36;"serv";"marr";"sec";"no";42;"yes";"no";8;"may";102;4;-1;0;"unk";"no"
"2582";30;"mana";"sing";"ter";"no";775;"yes";"no";16;"jun";124;2;-1;0;"unk";"no"
"2583";32;"bcol";"marr";"sec";"no";9;"yes";"no";17;"apr";334;2;-1;0;"unk";"no"
"2584";52;"tech";"marr";"ter";"no";2557;"no";"no";28;"jan";134;5;204;2;"suc";"yes"
"2585";31;"mana";"marr";"ter";"no";2395;"no";"no";27;"apr";218;1;-1;0;"unk";"no"
"2586";60;"mana";"marr";"prim";"no";4895;"no";"no";9;"jun";313;1;-1;0;"unk";"no"
"2587";44;"bcol";"sing";"sec";"no";376;"yes";"yes";6;"may";207;3;-1;0;"unk";"no"
"2588";38;"mana";"marr";"ter";"no";389;"yes";"no";6;"may";262;1;-1;0;"unk";"no"
"2589";46;"mana";"div";"ter";"no";134;"no";"no";19;"aug";134;2;-1;0;"unk";"no"
"2590";45;"ent";"div";"ter";"no";1273;"yes";"yes";11;"jun";197;3;-1;0;"unk";"no"
"2592";36;"mana";"marr";"ter";"no";2892;"yes";"yes";30;"jul";1165;7;-1;0;"unk";"no"
"2594";46;"mana";"sing";"sec";"no";295;"yes";"no";23;"may";141;6;-1;0;"unk";"no"
"2595";48;"adm";"marr";"sec";"no";292;"yes";"yes";29;"jul";164;6;-1;0;"unk";"no"
"2596";31;"serv";"sing";"sec";"no";85;"no";"no";16;"jul";151;1;-1;0;"unk";"no"
"2597";32;"tech";"marr";"sec";"no";4;"no";"no";4;"feb";145;2;260;4;"fail";"no"
"2598";47;"bcol";"div";"prim";"no";-587;"yes";"no";26;"may";111;1;-1;0;"unk";"no"
"2599";36;"bcol";"sing";"prim";"no";367;"no";"no";2;"feb";217;1;221;1;"fail";"no"
"2600";52;"mana";"marr";"ter";"no";-1224;"yes";"no";7;"may";253;4;-1;0;"unk";"no"
"2601";45;"mana";"div";"ter";"no";959;"no";"no";18;"jun";74;1;-1;0;"unk";"no"
"2603";25;"bcol";"marr";"prim";"yes";-589;"yes";"no";3;"jun";233;1;-1;0;"unk";"no"
"2604";26;"mana";"sing";"ter";"no";-8;"no";"no";13;"aug";402;2;-1;0;"unk";"no"
"2606";48;"mana";"marr";"prim";"no";247;"yes";"yes";14;"may";145;1;-1;0;"unk";"no"
"2607";48;"tech";"marr";"unk";"no";5543;"no";"no";16;"jun";143;5;-1;0;"unk";"no"
"2608";32;"bcol";"marr";"prim";"no";642;"no";"yes";8;"jul";524;1;-1;0;"unk";"no"
"2609";58;"ret";"marr";"sec";"no";11;"no";"no";11;"aug";270;1;-1;0;"unk";"no"
"2610";57;"mana";"marr";"prim";"no";-226;"yes";"no";4;"jun";272;1;-1;0;"unk";"no"
"2611";31;"ent";"marr";"ter";"no";5191;"no";"no";20;"nov";187;2;-1;0;"unk";"no"
"2612";33;"bcol";"sing";"sec";"no";-32;"no";"no";18;"may";268;2;-1;0;"unk";"no"
"2613";54;"ent";"marr";"ter";"no";2289;"yes";"yes";17;"nov";183;1;-1;0;"unk";"no"
"2614";36;"adm";"marr";"sec";"no";725;"yes";"no";27;"feb";123;3;99;8;"fail";"no"
"2615";32;"tech";"sing";"ter";"no";75;"yes";"no";20;"apr";20;4;-1;0;"unk";"no"
"2616";45;"bcol";"marr";"sec";"no";776;"yes";"no";6;"feb";232;4;253;1;"fail";"no"
"2617";32;"unem";"marr";"ter";"no";816;"yes";"no";19;"nov";547;7;-1;0;"unk";"no"
"2618";41;"serv";"marr";"sec";"no";171;"no";"no";21;"jul";71;9;-1;0;"unk";"no"
"2619";54;"serv";"marr";"sec";"no";812;"no";"no";31;"jul";113;6;-1;0;"unk";"no"
"2620";49;"serv";"marr";"sec";"no";823;"no";"no";8;"aug";780;4;-1;0;"unk";"yes"
"2621";28;"tech";"sing";"sec";"no";1453;"yes";"no";12;"may";246;1;343;1;"oth";"no"
"2622";37;"bcol";"sing";"unk";"no";431;"yes";"no";3;"jun";108;12;-1;0;"unk";"no"
"2623";30;"adm";"sing";"sec";"no";19;"yes";"no";29;"jan";253;1;-1;0;"unk";"no"
"2624";32;"semp";"marr";"prim";"no";286;"yes";"no";6;"aug";175;1;-1;0;"unk";"no"
"2625";46;"ent";"marr";"ter";"no";2237;"yes";"no";15;"may";106;1;-1;0;"unk";"no"
"2626";42;"bcol";"marr";"prim";"no";2111;"yes";"no";7;"may";86;2;-1;0;"unk";"no"
"2627";48;"bcol";"marr";"prim";"no";5366;"yes";"no";21;"may";248;3;-1;0;"unk";"no"
"2628";33;"tech";"marr";"sec";"no";181;"yes";"yes";28;"jul";265;2;-1;0;"unk";"no"
"2629";31;"bcol";"div";"sec";"no";-452;"yes";"no";26;"may";182;5;-1;0;"unk";"no"
"2630";56;"unem";"div";"prim";"no";177;"no";"no";5;"feb";916;3;-1;0;"unk";"no"
"2632";37;"adm";"sing";"sec";"no";-296;"yes";"no";20;"apr";81;1;-1;0;"unk";"no"
"2633";59;"mana";"marr";"prim";"no";2358;"yes";"no";17;"apr";30;1;-1;0;"unk";"no"
"2634";50;"mana";"sing";"ter";"no";12;"no";"no";14;"aug";904;3;-1;0;"unk";"yes"
"2635";39;"hous";"sing";"prim";"no";19;"yes";"no";6;"may";699;3;-1;0;"unk";"no"
"2636";30;"tech";"marr";"sec";"no";616;"yes";"no";6;"may";19;1;-1;0;"unk";"no"
"2637";47;"serv";"div";"sec";"no";496;"yes";"no";14;"may";389;1;-1;0;"unk";"no"
"2638";44;"semp";"marr";"sec";"no";313;"no";"no";6;"aug";211;4;-1;0;"unk";"no"
"2639";38;"bcol";"marr";"prim";"no";29;"yes";"no";16;"apr";283;1;-1;0;"unk";"no"
"2640";50;"mana";"marr";"ter";"no";124;"no";"no";12;"aug";474;2;-1;0;"unk";"no"
"2641";27;"adm";"sing";"ter";"no";3672;"yes";"no";15;"may";157;2;351;5;"fail";"no"
"2642";73;"ret";"marr";"sec";"no";19;"no";"no";5;"nov";509;2;-1;0;"unk";"no"
"2643";46;"bcol";"marr";"prim";"no";143;"yes";"no";7;"may";279;1;-1;0;"unk";"no"
"2644";56;"ret";"div";"sec";"no";212;"no";"yes";17;"jul";27;1;-1;0;"unk";"no"
"2645";36;"mana";"marr";"ter";"no";9;"no";"no";11;"aug";386;4;-1;0;"unk";"yes"
"2646";33;"bcol";"marr";"prim";"no";374;"no";"no";18;"nov";679;1;-1;0;"unk";"no"
"2647";40;"mana";"marr";"ter";"no";1734;"yes";"no";2;"jun";169;1;-1;0;"unk";"no"
"2648";52;"mana";"marr";"ter";"no";575;"no";"no";3;"jun";315;1;-1;0;"unk";"no"
"2649";51;"bcol";"marr";"sec";"no";397;"yes";"no";20;"aug";293;2;-1;0;"unk";"no"
"2650";33;"bcol";"marr";"sec";"no";64;"yes";"no";3;"feb";439;3;-1;0;"unk";"no"
"2651";54;"serv";"marr";"sec";"no";158;"yes";"no";19;"may";198;1;-1;0;"unk";"no"
"2652";44;"mana";"marr";"sec";"no";2984;"yes";"no";15;"may";770;2;-1;0;"unk";"no"
"2653";50;"ent";"marr";"sec";"no";111;"yes";"no";30;"jul";340;2;-1;0;"unk";"no"
"2655";36;"mana";"marr";"ter";"no";1133;"yes";"no";4;"aug";293;1;181;2;"oth";"yes"
"2656";42;"tech";"marr";"sec";"no";4945;"yes";"no";2;"mar";311;2;-1;0;"unk";"yes"
"2657";37;"tech";"marr";"sec";"no";712;"yes";"no";18;"nov";291;2;-1;0;"unk";"no"
"2658";28;"serv";"sing";"sec";"no";-427;"yes";"yes";21;"may";965;2;-1;0;"unk";"no"
"2659";56;"adm";"marr";"sec";"no";2146;"no";"yes";9;"jun";594;1;-1;0;"unk";"no"
"2660";59;"adm";"marr";"sec";"no";92;"yes";"no";12;"may";139;2;350;1;"fail";"no"
"2661";32;"unem";"marr";"sec";"no";1;"yes";"no";6;"may";501;4;-1;0;"unk";"no"
"2662";57;"ret";"marr";"prim";"no";1238;"yes";"no";15;"jul";274;1;-1;0;"unk";"no"
"2663";49;"adm";"sing";"sec";"no";981;"yes";"no";21;"nov";10;3;-1;0;"unk";"no"
"2664";56;"ent";"marr";"unk";"no";575;"no";"no";20;"jun";18;2;-1;0;"unk";"no"
"2665";48;"adm";"div";"unk";"no";-7;"no";"no";14;"may";243;1;-1;0;"unk";"no"
"2666";27;"stu";"sing";"ter";"no";3733;"yes";"no";22;"may";198;1;98;6;"suc";"yes"
"2667";31;"mana";"sing";"ter";"no";574;"yes";"no";16;"jul";410;2;-1;0;"unk";"no"
"2668";28;"bcol";"sing";"sec";"no";43;"no";"no";19;"may";190;1;-1;0;"unk";"no"
"2669";36;"mana";"marr";"ter";"no";428;"no";"no";28;"may";121;1;-1;0;"unk";"no"
"2672";32;"mana";"sing";"ter";"no";474;"yes";"no";7;"aug";90;3;-1;0;"unk";"no"
"2673";39;"serv";"marr";"sec";"no";-54;"no";"no";6;"jun";29;1;-1;0;"unk";"no"
"2674";36;"semp";"marr";"ter";"no";56;"yes";"no";2;"apr";58;1;136;1;"fail";"no"
"2675";31;"mana";"marr";"ter";"no";325;"yes";"no";18;"jul";1139;2;-1;0;"unk";"yes"
"2676";29;"mana";"sing";"ter";"no";437;"no";"no";5;"aug";504;1;92;1;"suc";"yes"
"2677";48;"bcol";"marr";"prim";"no";574;"no";"no";5;"aug";348;1;-1;0;"unk";"no"
"2679";74;"ret";"marr";"sec";"no";935;"no";"no";26;"jan";100;1;104;1;"oth";"no"
"2680";30;"serv";"marr";"sec";"no";699;"yes";"no";29;"may";544;1;-1;0;"unk";"no"
"2682";54;"bcol";"marr";"sec";"no";-22;"yes";"no";2;"apr";90;1;-1;0;"unk";"no"
"2683";29;"serv";"marr";"sec";"no";11417;"yes";"no";28;"may";272;2;-1;0;"unk";"no"
"2684";33;"hous";"marr";"prim";"no";212;"yes";"no";11;"jul";260;2;-1;0;"unk";"no"
"2685";50;"bcol";"marr";"sec";"no";67;"yes";"yes";8;"may";672;3;-1;0;"unk";"no"
"2688";45;"tech";"marr";"sec";"no";1673;"no";"no";23;"oct";76;1;-1;0;"unk";"no"
"2689";27;"serv";"marr";"sec";"no";-122;"yes";"no";4;"jun";749;2;-1;0;"unk";"no"
"2690";30;"mana";"sing";"ter";"no";4213;"no";"no";25;"aug";142;4;-1;0;"unk";"no"
"2692";57;"bcol";"marr";"sec";"no";1521;"yes";"yes";18;"may";102;2;178;5;"fail";"no"
"2693";57;"mana";"marr";"ter";"no";131;"no";"no";30;"jan";521;3;158;7;"oth";"no"
"2695";39;"mana";"marr";"ter";"no";399;"no";"no";9;"apr";504;1;-1;0;"unk";"no"
"2696";46;"tech";"marr";"ter";"no";45;"no";"no";11;"aug";138;3;-1;0;"unk";"no"
"2697";55;"mana";"div";"ter";"no";9756;"yes";"no";5;"jun";103;2;95;1;"oth";"yes"
"2698";25;"mana";"sing";"ter";"no";256;"no";"no";17;"feb";485;1;-1;0;"unk";"yes"
"2699";32;"mana";"marr";"ter";"no";697;"no";"no";5;"aug";166;1;-1;0;"unk";"no"
"2700";37;"bcol";"marr";"prim";"no";43;"yes";"no";8;"may";318;2;338;1;"suc";"no"
